ENSG00000197111,ENSG00000124614,ENSG00000177954,ENSG00000241343,ENSG00000145592,ENSG00000100345,ENSG00000171858,ENSG00000122026,ENSG00000146278,ENSG00000157514
4.967260580758076,6.2396710542423754,7.464943860417659,6.342553760805716,7.337254120128618,5.279521633840207,7.189888434110605,6.379048197149349,6.5404033711092096,6.524766925771483
