ENSG00000087074,ENSG00000151883,ENSG00000143924,ENSG00000232112,ENSG00000241343,ENSG00000160888,ENSG00000009307,ENSG00000124614,ENSG00000120616,ENSG00000109332,ENSG00000124942,ENSG00000196924,ENSG00000100345,ENSG00000198899,ENSG00000171858,ENSG00000233927,ENSG00000198840,ENSG00000231925,ENSG00000198918,ENSG00000099860,ENSG00000177954,ENSG00000198695,ENSG00000220205,ENSG00000146278,ENSG00000117523,ENSG00000136490,ENSG00000115524,ENSG00000197111,ENSG00000228253,ENSG00000170345,ENSG00000152795,ENSG00000109475,ENSG00000089009,ENSG00000145592,ENSG00000197061,ENSG00000127184,ENSG00000144713,ENSG00000245910,ENSG00000162244,ENSG00000132507,ENSG00000142676,ENSG00000142937,ENSG00000198258,ENSG00000169564,ENSG00000186468,ENSG00000125347,ENSG00000229117,ENSG00000089737,ENSG00000162511,ENSG00000130255,ENSG00000116251,ENSG00000044574,ENSG00000134480,ENSG00000054654,ENSG00000189067,ENSG00000182162,ENSG00000213741,ENSG00000182899,ENSG00000152601,ENSG00000118816,ENSG00000063046,ENSG00000100650,ENSG00000156482,ENSG00000143933,ENSG00000163660,ENSG00000010810,ENSG00000157514,ENSG00000112081,ENSG00000026508,ENSG00000167526,ENSG00000149806,ENSG00000118181,ENSG00000122026,ENSG00000069667,ENSG00000134419,ENSG00000204642,ENSG00000108669,ENSG00000115935,ENSG00000188042,ENSG00000168066,ENSG00000136167,ENSG00000100906,ENSG00000115268,ENSG00000162434,ENSG00000168421,ENSG00000118503,ENSG00000103479,ENSG00000131051,ENSG00000153187,ENSG00000173915,ENSG00000109787,ENSG00000120129,ENSG00000108298,ENSG00000132475,ENSG00000116560,ENSG00000171522,ENSG00000166441,ENSG00000167283,ENSG00000101596,ENSG00000159388,ENSG00000177733,ENSG00000148700,ENSG00000110700,ENSG00000133226,ENSG00000153234,ENSG00000092820,ENSG00000147604,ENSG00000109971,ENSG00000092010,ENSG00000087460,ENSG00000187239,ENSG00000170776,ENSG00000105323,ENSG00000184076,ENSG00000197756,ENSG00000078304,ENSG00000008517,ENSG00000010404
3.7403402739084153,2.7294875701570525,2.729581676256523,4.25751449876199,4.57821584076298,4.297723994912838,3.0899533701912674,4.419411253031656,2.731508799816699,3.256067155581048,4.006087858981081,3.0836721063590704,3.611808837331286,4.9178875992956135,5.031726207899082,5.138994365153896,4.740260098693133,2.6933933445283813,5.003779277189404,3.5388471109967377,5.273122883681947,3.6602796934216975,3.521250146390516,4.553468395361105,3.1260662406343656,3.972303533779888,2.9668041214031633,3.264508354240356,4.58134310604972,4.927529376525876,3.910949304189969,5.1781143730916686,5.010977569546376,5.1034107053073905,3.2036551504758877,4.272263674059425,5.209402478642032,3.7394675458610176,5.042236724959038,2.912722916890902,5.160701041250648,5.169799825751745,3.0538840340191418,3.272311202168025,5.141210486441891,2.6049000006218774,5.268699251550602,3.026603346954105,4.0958390291183635,5.010250525041651,4.820817987445884,3.0952487560793425,2.376156828427894,3.020453401988888,2.525923502888514,2.33923437747039,4.968882219296146,5.044508195837704,3.6074809461807598,4.097085758152318,3.368488423840552,4.01447899908192,5.226384927954399,3.556559088771411,3.122896503976062,2.9016892182193503,4.544928857059829,2.7886720601217583,3.5477980642673748,5.250956043458354,5.005291347252828,5.077444205440477,4.451920310974556,2.333236311612193,5.200781786544272,3.13747359639229,2.7534330209103324,2.8177525586608634,3.7481353759409903,3.7414549615299872,3.4977545565293346,3.9035294519855848,5.080821007864603,3.4427628470276277,2.5304031416718322,3.794507375121143,2.622395331469577,3.3990876774246406,3.3565409788860547,2.577408789304348,2.275048886978634,4.75095730492218,5.1579016475488215,4.785957108706418,3.085866338778153,2.205006855663373,4.525568004998853,4.039667241384752,2.891878129439543,2.789241758934806,3.3269233818407042,2.6835667215838677,5.066367131689122,2.916264780077695,2.6195908034781987,2.919984857538929,4.564170012281841,4.448710331288279,3.8275164294205184,3.219667719766324,2.435606704907493,2.4404602277094343,2.591868668901473,2.498527873483043,4.85182173469837,2.472032784873249,4.816424908001364,2.8000910199845124
