cell_type,mean_mae,mean_r,n_features,genes_used
"effector memory CD4-positive, alpha-beta T cell",9.90221006690296,0.26349161823362616,1,"['ENSG00000087074', 'ENSG00000151883', 'ENSG00000232112', 'ENSG00000109332', 'ENSG00000143924', 'ENSG00000160888', 'ENSG00000198840', 'ENSG00000231925', 'ENSG00000124942', 'ENSG00000233927', 'ENSG00000198899', 'ENSG00000177954', 'ENSG00000099860', 'ENSG00000228253', 'ENSG00000009307', 'ENSG00000245910', 'ENSG00000220205', 'ENSG00000171858']"
